GeneName,isSU2CSurfaceProtein,isSurfaceomeSurfaceProtein,isCDDSurfaceProtein,isGOSurfaceProtein,isSurfaceProteinEvidence,AmiGo...GO..Intrinsic,AmiGo...GO..Extrinsic,knowledge,experiments,prediction,textmining,CellSurfaceProteinAtlas,HumanProteinAtlas,Evidence_count,NewCount
WRB,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
WNT5A,Y,N,N,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,N,6,7
WFS1,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
WBSCR17,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,N,6,7
WBP1,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
VNN3,Y,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|anchored-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,N,7,7
VNN1,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|anchored-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,N,6,7
VAPA,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,Y,6,7
VAMP4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
USP30,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UPK3B,Y,N,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,Y,6,7
ULBP3,N,N,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|cell-part|BFO_0000001|intrinsic-component-of-plasma-membrane|cell|intrinsic-component-of-membrane|membrane-part|cellular_component|anchored-component-of-membrane|anchored-component-of-plasma-membrane|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,N,6,7
UGT2B4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UGT2B28,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UGT2B17,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UGT2B15,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UGT2A1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UGT1A4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UBE2J1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
UBA1,Y,N,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,Y,5,7
TOMM20,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TNXB,Y,N,Y,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,N,6,7
TNN,Y,N,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,N,7,7
TNFSF13,Y,Y,Y,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,N,7,7
TNFRSF18,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,NA,NA,NA,Plasma-membrane-part,N,Y,6,7
TNFRSF10D,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TNFRSF10A,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TNC,Y,N,Y,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,N,6,7
TMPRSS15,Y,N,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,N,7,7
TMPRSS11E,Y,N,N,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,6,7
TMEM98,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM74B,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM72,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM260,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM259,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,Y,6,7
TMEM256,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM255B,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM255A,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM246,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM244,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM243,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM242,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM241,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM234,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM221,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM212,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM178A,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM163,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM132C,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMEM114,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,6,7
TMEM107,Y,Y,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,Y,6,7
TMEM102,Y,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,N,7,7
TMED6,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMED5,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMED2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TMCO5A,Y,Y,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,Y,6,7
TMC3,N,N,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TIMM22,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TIMM21,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TIMM17B,Y,N,N,N,Y,mitochondrial-inner-membrane|intrinsic-component-of-membrane|mitochondrial-envelope|envelope|intracellular-membrane-bounded-organelle|mitochondrion|intracellular|cytoplasm|organelle|organelle-membrane|mitochondrial-membrane-part|organelle-inner-membrane|membrane-bounded-organelle|BFO_0000001|intracellular-organelle|organelle-envelope|mitochondrial-membrane|cell|cellular_component|cytoplasmic-part|intrinsic-component-of-organelle-membrane|membrane|integral-component-of-organelle-membrane|integral-component-of-mitochondrial-membrane|intrinsic-component-of-mitochondrial-inner-membrane|cell-part|mitochondrial-part|intracellularorganellepart|integralcomponent-of-mitochondrialinner-membrane|intracellular-part|membranepart|integral-component-of-membrane|organelle-part|intrinsiccomponentof-mitochondrial-membrane,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
THSD7B,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
THBS1,Y,N,N,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,N,6,7
TGM2,N,N,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane,N,N,7,7
TGFBI,Y,N,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,N,7,7
TEX29,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
TDRKH,Y,N,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,NA,N,Y,6,7
TAPBP,Y,N,N,N,Y,MHC-class-I-peptide-loading-complex|TAP-complex|plasma-membrane|endoplasmic-reticulum|nuclear-outer-membrane-endoplasmic-reticulum-membrane-network|intrinsic-component-of-endoplasmic-reticulum-membrane|intrinsic-component-of-membrane|integral-component-of-endoplasmic-reticulum-membrane|intracellular-membrane-bounded-organelle|cell-periphery|endoplasmic-reticulum-part|intracellular|cytoplasm|organelle|macromolecular-complex|membrane-bounded-organelle|organelle-membrane|BFO_0000001|intracellular-organelle|membrane-region|bounding-membrane-of-organelle|vacuole|cell|cellular_component|endomembrane-system|protein-complex|cytoplasmic-part|intrinsiccomponent-oforganelle-membrane|membrane|integral-component-oforganelle-membrane|cell-part|intracellular-organellepart|endoplasmicreticulummembrane|intracellular-part|integral-component-ofmembrane|membrane-part|organelle-part,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SYT7,Y,N,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,Y,6,7
SYT6,N,N,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,membrane|BFO_0000001|cellular_component|membrane-part|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,Y,6,7
SYT12,Y,N,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,N,7,7
SYS1,Y,N,Y,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SYNE4,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SYNE3,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SV2B,Y,Y,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,Y,6,7
SURF4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SUN1,Y,N,N,N,Y,plasma-membrane|intrinsic-component-of-nuclear-inner-membrane|nuclear-inner-membrane|nucleus|intrinsic-component-of-membrane|nuclear-envelope|cell-periphery|intracellular-membrane-bounded-organelle|integral-component-of-nuclear-inner-membrane|envelope|intracellular|cytoplasm|organelle|nuclear-membrane-part|membrane-bounded-organelle|organelle-membrane|organelle-inner-membrane|BFO_0000001|intracellular-organelle|vacuole|organelle-envelope|nuclear-membrane|cell|cellular_component|endomembrane-system|cytoplasmic-part|intrinsic-component-of-organelle-membrane|membrane|integral-component-of-organelle-membrane|nuclear-part|intracellular-organelle-part|cell-part|intracellular-part|integralcomponent-ofmembrane|membranepart|organelle-part,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SULF2,Y,N,N,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,N,6,7
SULF1,Y,N,N,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,N,6,7
STX1A,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,Y,6,7
ST8SIA1,Y,N,N,N,Y,plasma-membrane|intrinsic-component-of-Golgi-membrane|intrinsic-component-of-membrane|intracellular-membrane-bounded-organelle|cell-periphery|intracellular|Golgi-apparatus-part|cytoplasm|organelle|membrane-bounded-organelle|organelle-membrane|BFO_0000001|intracellular-organelle|bounding-membrane-of-organelle|vacuole|Golgi-apparatus|cell|cellular_component|endomembrane-system|cytoplasmic-part|intrinsic-component-of-organelle-membrane|integral-component-of-Golgi-membrane|membrane|Golgi-membrane|integral-component-of-organelle-membrane|intracellular-organelle-part|cell-part|intracellular-part|membrane-part|integral-component-ofmembrane|organelle-part,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
ST3GAL2,Y,N,N,N,Y,plasma-membrane|intrinsic-component-of-Golgi-membrane|intrinsic-component-of-membrane|intracellular-membrane-bounded-organelle|cell-periphery|intracellular|Golgi-apparatus-part|cytoplasm|organelle|membrane-bounded-organelle|organelle-membrane|BFO_0000001|intracellular-organelle|bounding-membrane-of-organelle|vacuole|Golgi-apparatus|cell|cellular_component|endomembrane-system|cytoplasmic-part|intrinsic-component-of-organelle-membrane|integral-component-of-Golgi-membrane|membrane|Golgi-membrane|integral-component-of-organelle-membrane|intracellular-organelle-part|cell-part|intracellular-part|membrane-part|integral-component-ofmembrane|organelle-part,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SSR3,Y,N,N,N,Y,plasma-membrane|endoplasmic-reticulum|nuclear-outer-membrane-endoplasmic-reticulum-membrane-network|intrinsic-component-of-endoplasmic-reticulum-membrane|intrinsic-component-of-membrane|integral-component-of-endoplasmic-reticulum-membrane|cell-periphery|intracellular-membrane-bounded-organelle|intracellular|endoplasmic-reticulum-part|cytoplasm|organelle|organelle-membrane|membrane-bounded-organelle|BFO_0000001|intracellular-organelle|membrane-region|bounding-membrane-of-organelle|vacuole|cell|cellular_component|endomembrane-system|cytoplasmic-part|intrinsic-component-of-organelle-membrane|membrane|integral-component-of-organelle-membrane|intracellular-organelle-part|cell-part|endoplasmic-reticulum-membrane|intracellularpart|membrane-part|integral-component-of-membrane|organellepart,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SREBF1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SRD5A2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SRD5A1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SPTSSB,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SPTLC2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SPTLC1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SPPL3,N,Y,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SPINT2,Y,Y,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,Y,6,7
SPAG4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SOAT1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SNX19,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SNX13,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SNPH,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SMPD1,Y,N,Y,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,N,6,7
SMIM8,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SMIM14,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SMDT1,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SMCO4,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLN,Y,N,Y,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLMAP,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane-part,N,Y,6,7
SLC9C2,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC38A3,Y,Y,Y,Y,Y,NA,NA,NA,NA,NA,NA,N,Y,6,7
SLC35G2,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,N,Y,6,7
SLC35F6,Y,Y,N,N,Y,NA,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35F4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35F1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35E3,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35E2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35D1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35C1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35A5,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35A3,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC35A2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC30A9,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC27A6,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,N,Y,6,7
SLC25A45,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC25A4,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane-part,N,Y,6,7
SLC25A26,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
SLC25A20,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,N,Y,6,7
